"","X","id","scenario","decider","acceptance","agreement","importance","age","gender","duration","trust","voter_influence","big5_agreeableness","big5_extraversion","big5_neuroticism","big5_conscientiousness","big5_openness","date_time","last_access","swing_voter","voting_intention","voting_pref","voting_pref_strength","one_party"
"645",645,308,"religious_education","party general",-0.833333313465118,1,4,54,"female",845,0.666666686534882,"some influence",3.33333325386047,4.5,2.5,3,5,"2011-03-18 16:12:04","2011-03-18 16:26:09",0,"Left Party","SPD",3,1
"646",646,136,"nuclear_energy","experts",-0.833333313465118,2,4,47,"male",408,0,"almost no influence",2.33333325386047,3,2.5,4,2.5,"2011-03-18 06:38:44","2011-03-18 06:45:38",0,"CDU","CDU",4,1
"647",647,762,"religious_education","experts",-0.16666667163372,2,2,19,"female",587,1,"strong influence",3.33333325386047,3,4,3,4,"2011-03-22 14:51:15","2011-03-22 15:01:02",NA,"Greens","Greens",4,1
"648",648,268,"religious_education","referendum",-0.5,2,2,22,"female",551,0.666666686534882,"some influence",3.33333325386047,2,4,4,3.5,"2011-03-18 14:13:36","2011-03-18 14:22:47",1,"Greens","no favoured party",0,0
"649",649,343,"religious_education","SPD",-1.66666662693024,1,3,64,"male",575,1.33333337306976,"some influence",3,3.5,2.5,4.5,4,"2011-03-18 17:45:59","2011-03-18 17:55:34",0,"Left Party","Left Party",4,1
"650",650,447,"nuclear_energy","CDU",-3,1,5,62,"male",1607,-0.333333343267441,"almost no influence",2.33333325386047,4,2.5,4,3.5,"2011-03-19 14:24:02","2011-03-19 14:50:49",1,"SPD","SPD",4,1
"651",651,532,"central_exam","CDU",-0.666666686534882,2,3,26,"male",341,-0.333333343267441,"almost no influence",3.33333325386047,3.5,3,3.5,3,"2011-03-21 10:13:48","2011-03-21 10:19:29",1,"Left Party","Left Party",3,0
"652",652,52,"nuclear_energy","referendum",-0.16666667163372,2,3,21,"male",704,1,"some influence",3.66666674613953,1.5,2.5,3.5,4,"2011-03-17 17:24:40","2011-03-17 17:36:24",0,"SPD","SPD",3,1
"653",653,485,"central_exam","party general",-0.16666667163372,1,1,40,"male",439,1.33333337306976,"almost no influence",3.66666674613953,4,1.5,3.5,2.5,"2011-03-20 11:46:43","2011-03-20 11:54:02",1,"I would not vote","SPD",2,0
"654",654,308,"central_exam","party general",-1.5,1,4,54,"female",845,0.666666686534882,"some influence",3.33333325386047,4.5,2.5,3,5,"2011-03-18 16:12:04","2011-03-18 16:26:09",0,"Left Party","SPD",3,1
"655",655,508,"central_exam","referendum",-0.333333343267441,2,1,41,"female",657,0.333333343267441,"almost no influence",1.66666662693024,5,2.5,4.5,2.5,"2011-03-20 19:45:34","2011-03-20 19:56:31",0,"Greens","Greens",3,1
"656",656,151,"central_exam","CDU",-0.333333343267441,2,3,48,"female",481,0.333333343267441,"some influence",3,3.5,3,4.5,4.5,"2011-03-18 09:29:40","2011-03-18 09:37:41",1,"CDU","CDU",5,1
"657",657,472,"religious_education","party general",-2,1,2,34,"male",698,0,"don't know",2.33333325386047,3.5,3.5,2.5,2.5,"2011-03-20 00:59:38","2011-03-20 01:11:16",0,"SPD","SPD",5,1
"658",658,132,"central_exam","SPD",-1.5,2,5,70,"male",627,0,"strong influence",2.66666674613953,4,1.5,4,4,"2011-03-18 04:59:05","2011-03-18 05:09:32",0,"SPD","SPD",5,1
"659",659,373,"religious_education","CDU",-3,1,4,45,"male",466,1,"almost no influence",3.33333325386047,4,3.5,4,3,"2011-03-18 20:27:49","2011-03-18 20:35:35",0,"SPD","SPD",4,1
"660",660,493,"religious_education","experts",0,2,2,41,"male",602,0.666666686534882,"almost no influence",3,3,3,3,3,"2011-03-20 14:40:48","2011-03-20 14:50:50",1,"Pirate Party","SPD",3,1
"661",661,812,"central_exam","SPD",-1,2,3,47,"female",2902,0,"no response",3,2,3,3,3,"2011-03-22 19:56:21","2011-03-22 20:44:43",NA,"I would not vote","SPD",2,1
"662",662,117,"central_exam","party general",-1.66666662693024,1,2,20,"female",781,1,"strong influence",3.66666674613953,3,2.5,3,4,"2011-03-17 21:37:16","2011-03-17 21:50:17",0,"Greens","Greens",4,1
"663",663,237,"nuclear_energy","SPD",-3,1,5,51,"male",622,1,"some influence",2.66666674613953,3.5,3.5,3,3.5,"2011-03-18 13:05:01","2011-03-18 13:15:23",0,"SPD","SPD",5,1
"664",664,741,"nuclear_energy","referendum",-1,1,5,53,"female",1052,-0.333333343267441,"some influence",3.66666674613953,1,4.5,3.5,1.5,"2011-03-22 13:02:25","2011-03-22 13:19:57",1,"SPD","SPD",3,1
"665",665,310,"central_exam","party general",-0.333333343267441,2,3,56,"female",1440,0,"some influence",2.66666674613953,3.5,3,3,3,"2011-03-18 16:15:46","2011-03-18 16:39:46",0,"Pirate Party","other",2,1
"666",666,231,"nuclear_energy","referendum",-0.5,2,5,54,"male",592,1.33333337306976,"strong influence",2.66666674613953,4.5,3.5,1.5,3.5,"2011-03-18 13:00:47","2011-03-18 13:10:40",1,"FDP","CDU",3,0
"667",667,274,"nuclear_energy","CDU",-2.16666674613953,1,5,24,"female",849,0.666666686534882,"some influence",3.33333325386047,1.5,4.5,4,4.5,"2011-03-18 14:38:06","2011-03-18 14:52:15",1,"Greens","no favoured party",0,0
"668",668,179,"nuclear_energy","party general",-1.66666662693024,1,5,56,"female",440,1,"strong influence",4.66666650772095,4.5,1.5,5,4.5,"2011-03-18 11:32:24","2011-03-18 11:39:45",0,"CDU","CDU",4,1
"669",669,157,"nuclear_energy","experts",-0.333333343267441,2,2,32,"male",1328,0.666666686534882,"almost no influence",2.66666674613953,4,2.5,3,3.5,"2011-03-18 10:11:59","2011-03-18 10:34:07",1,"Left Party","no favoured party",1,0
"670",670,57,"nuclear_energy","experts",-2.33333325386047,1,5,40,"male",291,1.66666662693024,"strong influence",3,4.5,1.5,4.5,4.5,"2011-03-17 17:37:54","2011-03-17 17:42:51",0,"SPD","SPD",5,1
"671",671,168,"religious_education","SPD",-0.5,2,3,63,"female",692,1,"strong influence",3.66666674613953,2.5,3.5,4,3,"2011-03-18 11:08:32","2011-03-18 11:20:04",0,"CDU","CDU",3,1
"672",672,817,"central_exam","CDU",-1.5,2,2,42,"female",966,1,"some influence",3.66666674613953,1.5,4,3.5,4.5,"2011-03-22 20:30:48","2011-03-22 20:46:54",1,"Greens","Greens",4,1
"673",673,157,"religious_education","experts",-1,1,3,32,"male",1328,0.666666686534882,"almost no influence",2.66666674613953,4,2.5,3,3.5,"2011-03-18 10:11:59","2011-03-18 10:34:07",1,"Left Party","no favoured party",1,0
"674",674,158,"religious_education","experts",-2.33333325386047,1,2,54,"female",1064,0.666666686534882,"some influence",2.66666674613953,5,2.5,5,3,"2011-03-18 10:12:07","2011-03-18 10:29:51",0,"Greens","Greens",5,1
"675",675,197,"religious_education","party general",-0.333333343267441,2,3,53,"male",349,-0.333333343267441,"almost no influence",3,3,3.5,3.5,4,"2011-03-18 11:43:15","2011-03-18 11:49:05",NA,"I would not vote","CDU",2,0
"676",676,479,"nuclear_energy","party general",-3,1,5,32,"female",813,0.333333343267441,"don't know",4,3.5,2.5,4,4,"2011-03-20 10:22:51","2011-03-20 10:36:24",1,"Greens","Greens",3,1
"677",677,430,"central_exam","referendum",-1,1,2,58,"female",606,1.33333337306976,"strong influence",3.66666674613953,3.5,1,5,4,"2011-03-19 11:27:54","2011-03-19 11:38:00",0,"CDU","CDU",4,1
"678",678,809,"nuclear_energy","party general",-0.5,2,4,48,"female",773,2,"almost no influence",4.33333349227905,5,2.5,5,4,"2011-03-22 19:27:37","2011-03-22 19:40:31",1,"CDU","FDP",3,1
"679",679,849,"religious_education","referendum",-1.16666662693024,2,3,50,"male",938,0.333333343267441,"strong influence",2,2.5,4,3,2.5,"2011-03-23 09:38:46","2011-03-23 09:54:24",0,"Left Party","SPD",3,1
"680",680,350,"religious_education","SPD",-2.33333325386047,1,4,48,"male",1353,1.66666662693024,"strong influence",3.66666674613953,3.5,3,4.5,5,"2011-03-18 18:14:30","2011-03-18 18:37:03",1,"CDU","CDU",4,0
"681",681,642,"religious_education","party general",0.16666667163372,2,2,46,"male",852,1.33333337306976,"some influence",3.66666674613953,2,2,2.5,3,"2011-03-21 19:18:31","2011-03-21 19:32:43",0,"Greens","SPD",3,1
"682",682,163,"religious_education","party general",-0.833333313465118,2,4,39,"male",372,1,"some influence",3,4,3,4,3,"2011-03-18 10:47:15","2011-03-18 10:53:27",0,"CDU","CDU",3,1
"683",683,120,"nuclear_energy","experts",-2.16666674613953,1,4,33,"male",589,0.333333343267441,"almost no influence",2.66666674613953,4,2,3,3.5,"2011-03-17 22:02:47","2011-03-17 22:12:36",1,"CDU","FDP",3,0
"684",684,890,"nuclear_energy","SPD",-1.66666662693024,2,3,53,"male",734,0,"some influence",3.33333325386047,3.5,1.5,3.5,3.5,"2011-03-23 15:23:49","2011-03-23 15:36:03",1,"SPD","SPD",4,1
"685",685,127,"religious_education","CDU",-0.16666667163372,2,2,44,"female",783,1,"some influence",3.33333325386047,3.5,2.5,3.5,3.5,"2011-03-17 22:51:08","2011-03-17 23:04:11",0,"Greens","Greens",4,1
"686",686,436,"central_exam","party general",-0.833333313465118,2,3,40,"male",432,1,"some influence",2,2.5,2,3,2.5,"2011-03-19 12:08:19","2011-03-19 12:15:31",1,"CDU","CDU",4,1
"687",687,89,"nuclear_energy","experts",-2.33333325386047,1,5,38,"male",526,0.333333343267441,"some influence",3.66666674613953,3,2,4,3.5,"2011-03-17 19:32:12","2011-03-17 19:40:59",0,"Greens","CDU",4,1
"688",688,122,"central_exam","experts",-0.16666667163372,2,1,49,"male",656,2.33333325386047,"strong influence",2.66666674613953,4.5,3,3,5,"2011-03-17 22:08:46","2011-03-17 22:19:42",1,"Greens","Greens",3,0
"689",689,452,"religious_education","SPD",0,2,2,53,"male",847,1,"some influence",2.66666674613953,2.5,3,4,3.5,"2011-03-19 16:14:43","2011-03-19 16:28:50",1,"Free Voters","SPD",4,1
"690",690,221,"central_exam","experts",-0.333333343267441,2,1,30,"male",513,0.666666686534882,"some influence",2,2.5,2.5,4,2,"2011-03-18 12:33:10","2011-03-18 12:41:43",1,"CDU","CDU",3,1
"691",691,363,"nuclear_energy","CDU",-3,1,5,60,"female",743,1.33333337306976,"strong influence",3.33333325386047,4,3.5,3.5,2,"2011-03-18 19:27:24","2011-03-18 19:39:47",1,"Free Voters","CDU",3,1
"692",692,167,"central_exam","CDU",-1,2,3,30,"female",305,0.666666686534882,"almost no influence",3,3,3,3,3,"2011-03-18 11:06:28","2011-03-18 11:11:33",1,"REP","DVU/REP/NPD",4,0
"693",693,845,"nuclear_energy","experts",-0.5,2,3,54,"female",843,1,"almost no influence",4,2,3,4.5,3,"2011-03-23 09:06:10","2011-03-23 09:20:13",0,"Left Party","Left Party",3,1
"694",694,168,"central_exam","SPD",-0.5,1,4,63,"female",692,1,"strong influence",3.66666674613953,2.5,3.5,4,3,"2011-03-18 11:08:32","2011-03-18 11:20:04",0,"CDU","CDU",3,1
"695",695,557,"religious_education","referendum",0.16666667163372,2,2,39,"male",373,1,"some influence",3,3.5,2.5,3.5,3.5,"2011-03-21 14:06:40","2011-03-21 14:12:53",1,"Greens","no favoured party",0,0
"696",696,194,"central_exam","experts",-2.83333325386047,2,4,63,"female",838,0,"some influence",3.33333325386047,4.5,2.5,4.5,5,"2011-03-18 11:41:16","2011-03-18 11:55:14",0,"CDU","CDU",4,1
"697",697,760,"central_exam","experts",0.16666667163372,2,3,51,"female",609,1,"almost no influence",3.66666674613953,4,2,3,2,"2011-03-22 14:20:38","2011-03-22 14:30:47",0,"Left Party","Left Party",4,1
"698",698,170,"nuclear_energy","referendum",-2.5,1,5,50,"female",1634,0.333333343267441,"don't know",3,4,3,5,4,"2011-03-18 11:20:55","2011-03-18 11:48:09",0,"SPD","SPD",5,1
"699",699,161,"central_exam","CDU",-0.16666667163372,2,1,60,"male",558,0,"almost no influence",3.66666674613953,2.5,2,3,4,"2011-03-18 10:36:07","2011-03-18 10:45:25",1,"REP","other",3,0
"700",700,766,"central_exam","experts",-0.333333343267441,1,1,69,"female",751,0,"strong influence",3.33333325386047,4.5,2,5,5,"2011-03-22 15:52:36","2011-03-22 16:05:07",0,"CDU","CDU",3,1
"701",701,118,"central_exam","experts",-1.16666662693024,2,5,58,"female",633,1.33333337306976,"almost no influence",2.66666674613953,4.5,2,4.5,5,"2011-03-17 21:42:51","2011-03-17 21:53:24",1,"Free Voters","FDP",3,1
"702",702,493,"nuclear_energy","experts",0,1,3,41,"male",602,0.666666686534882,"almost no influence",3,3,3,3,3,"2011-03-20 14:40:48","2011-03-20 14:50:50",1,"Pirate Party","SPD",3,1
"703",703,189,"nuclear_energy","CDU",-1.16666662693024,2,3,33,"male",1782,1.33333337306976,"some influence",2.33333325386047,2,1.5,2,1,"2011-03-18 11:37:12","2011-03-18 12:06:54",1,"Pirate Party","CDU",3,1
"704",704,297,"religious_education","party general",-0.333333343267441,1,1,35,"male",227,0.666666686534882,"no response",2.66666674613953,3,3,3,3,"2011-03-18 15:44:20","2011-03-18 15:48:07",0,"NPD","DVU/REP/NPD",3,1
"705",705,439,"nuclear_energy","CDU",-0.333333343267441,1,4,59,"female",924,0.666666686534882,"some influence",2.66666674613953,2.5,3,3,2.5,"2011-03-19 13:02:31","2011-03-19 13:17:55",1,"I would not vote","CDU",3,0
"706",706,784,"central_exam","party general",-1.16666662693024,2,3,40,"female",546,1,"some influence",3,4,4,4,2.5,"2011-03-22 17:08:08","2011-03-22 17:17:14",0,"CDU","CDU",4,1
"707",707,117,"nuclear_energy","party general",-2.33333325386047,1,5,20,"female",781,1,"strong influence",3.66666674613953,3,2.5,3,4,"2011-03-17 21:37:16","2011-03-17 21:50:17",0,"Greens","Greens",4,1
"708",708,116,"religious_education","SPD",0,1,3,55,"male",571,0.666666686534882,"some influence",3,3,2.5,3,3,"2011-03-17 21:36:11","2011-03-17 21:45:42",1,"Left Party","Left Party",3,1
"709",709,629,"religious_education","SPD",-1,2,3,29,"male",568,0.333333343267441,"almost no influence",2.66666674613953,2.5,3.5,4,4,"2011-03-21 18:30:12","2011-03-21 18:39:40",NA,"I would not vote","no favoured party",0,0
"710",710,58,"central_exam","party general",-1.16666662693024,1,2,59,"female",749,-0.333333343267441,"almost no influence",2.66666674613953,2,3,4,3,"2011-03-17 17:40:37","2011-03-17 17:53:06",0,"I would not vote","FDP",3,1
"711",711,548,"central_exam","referendum",-0.333333343267441,2,3,45,"male",518,-0.333333343267441,"strong influence",3,2,2.5,4,2,"2011-03-21 13:18:49","2011-03-21 13:27:27",0,"CDU","CDU",4,1
"712",712,265,"religious_education","CDU",-0.333333343267441,2,4,48,"male",397,1,"some influence",2.66666674613953,4.5,2,3.5,3,"2011-03-18 14:02:15","2011-03-18 14:08:52",0,"I would not vote","other",3,0
"713",713,813,"central_exam","party general",-0.5,1,2,47,"female",1085,1.33333337306976,"some influence",5,5,1.5,5,5,"2011-03-22 20:05:31","2011-03-22 20:23:36",1,"CDU","CDU",3,1
"714",714,561,"religious_education","CDU",-0.833333313465118,2,4,44,"female",515,0.333333343267441,"some influence",3.66666674613953,3,4,3,3,"2011-03-21 14:37:50","2011-03-21 14:46:25",0,"Greens","SPD",3,1
"715",715,623,"religious_education","referendum",-2.66666674613953,1,5,37,"male",423,0.333333343267441,"strong influence",3.66666674613953,5,1.5,5,4,"2011-03-21 18:19:34","2011-03-21 18:26:37",1,"REP","DVU/REP/NPD",3,0
"716",716,112,"central_exam","experts",-1.5,1,4,55,"male",449,1,"some influence",3.33333325386047,2.5,2,3,3,"2011-03-17 21:15:32","2011-03-17 21:23:01",0,"CDU","CDU",4,1
"717",717,304,"religious_education","experts",-2.33333325386047,1,2,50,"female",544,0,"almost no influence",3.33333325386047,3.5,2,5,3.5,"2011-03-18 16:07:20","2011-03-18 16:16:24",1,"Left Party","Left Party",3,0
"718",718,177,"religious_education","party general",-0.333333343267441,1,1,69,"male",1489,0.666666686534882,"almost no influence",4,3,1,4.5,3.5,"2011-03-18 11:28:54","2011-03-18 11:53:43",0,"SPD","SPD",5,1
"719",719,751,"religious_education","SPD",-3,1,4,47,"female",419,0.333333343267441,"almost no influence",3.33333325386047,3.5,3.5,4,3.5,"2011-03-22 13:42:14","2011-03-22 13:49:13",NA,"I would not vote","other",1,0
"720",720,68,"central_exam","experts",-1.83333337306976,1,4,53,"female",911,0.333333343267441,"some influence",3.66666674613953,4,2,4.5,4.5,"2011-03-17 18:06:23","2011-03-17 18:21:34",0,"CDU","CDU",4,1
"721",721,201,"central_exam","CDU",-3,1,5,51,"female",1700,1,"almost no influence",3.66666674613953,4,2,4,4,"2011-03-18 11:47:04","2011-03-18 12:15:24",0,"Greens","Greens",5,1
"722",722,564,"central_exam","experts",-0.333333343267441,2,2,61,"male",805,0.666666686534882,"strong influence",3.33333325386047,2.5,2,4,2,"2011-03-21 15:36:02","2011-03-21 15:49:28",1,"Left Party","Left Party",4,1
"723",723,254,"central_exam","CDU",0,2,1,65,"male",937,0.333333343267441,"some influence",3,3,2,3.5,3.5,"2011-03-18 13:37:35","2011-03-18 13:53:12",0,"CDU","CDU",4,1
"724",724,736,"nuclear_energy","party general",-1.83333337306976,1,3,51,"female",416,0.666666686534882,"almost no influence",3.33333325386047,3,2.5,2,2.5,"2011-03-22 12:46:39","2011-03-22 12:53:35",1,"Greens","Greens",3,1
"725",725,903,"central_exam","CDU",-0.333333343267441,1,1,51,"female",567,1,"some influence",4.33333349227905,3.5,1.5,5,4,"2011-03-23 17:05:49","2011-03-23 17:15:16",0,"SPD","SPD",4,1
"726",726,149,"central_exam","party general",0.16666667163372,2,2,26,"female",621,1.66666662693024,"strong influence",3.66666674613953,2,2.5,3,4.5,"2011-03-18 09:23:24","2011-03-18 09:33:45",1,"Free Voters","no favoured party",0,0
"727",727,451,"central_exam","party general",-0.333333343267441,2,2,57,"female",483,1,"some influence",4,3.5,2.5,4,3.5,"2011-03-19 15:27:01","2011-03-19 15:35:04",0,"I would not vote","other",1,0
"728",728,894,"religious_education","SPD",-1,2,2,50,"female",570,1.33333337306976,"almost no influence",3.66666674613953,3.5,2,5,3,"2011-03-23 16:01:10","2011-03-23 16:10:40",1,"Greens","CDU",3,0
"729",729,365,"religious_education","SPD",-2.16666674613953,1,1,68,"male",1956,0,"strong influence",3,3.5,3.5,5,5,"2011-03-18 19:34:45","2011-03-18 20:07:21",1,"CDU","CDU",3,0
"730",730,503,"nuclear_energy","CDU",-1.83333337306976,1,4,31,"male",541,0.333333343267441,"some influence",2.66666674613953,1,3.5,3,4,"2011-03-20 17:56:00","2011-03-20 18:05:01",0,"SPD","SPD",4,1
"731",731,626,"nuclear_energy","CDU",-0.333333343267441,1,5,40,"female",615,1,"strong influence",3,3.5,3,4.5,5,"2011-03-21 18:28:02","2011-03-21 18:38:17",0,"SPD","SPD",5,1
"732",732,759,"religious_education","SPD",-1,2,3,46,"female",793,0.333333343267441,"some influence",3,4,2,4,4,"2011-03-22 14:12:06","2011-03-22 14:25:19",1,"FDP","FDP",3,0
"733",733,181,"religious_education","CDU",-3,1,5,61,"male",1603,0.666666686534882,"almost no influence",3.66666674613953,2.5,2,4,4.5,"2011-03-18 11:33:06","2011-03-18 11:59:49",NA,"I would not vote","no favoured party",0,0
"734",734,825,"central_exam","party general",-1,2,3,46,"female",503,0.666666686534882,"no response",3.66666674613953,2,4.5,3,4,"2011-03-23 04:59:13","2011-03-23 05:07:41",NA,"I would not vote","other",1,0
"735",735,830,"nuclear_energy","experts",-1.33333337306976,1,3,42,"male",815,1,"some influence",3.66666674613953,2.5,4,3.5,2,"2011-03-23 06:32:50","2011-03-23 06:46:25",0,"SPD","SPD",4,1
"736",736,184,"religious_education","experts",-1,2,4,52,"male",637,0,"some influence",3.66666674613953,2.5,4,4,4,"2011-03-18 11:34:14","2011-03-18 11:44:51",1,"SPD","SPD",4,1
"737",737,844,"nuclear_energy","experts",-2.66666674613953,1,5,55,"male",888,1,"strong influence",4,3.5,2,4,4,"2011-03-23 09:05:21","2011-03-23 09:20:09",1,"CDU","CDU",4,1
"738",738,735,"religious_education","referendum",-0.833333313465118,2,4,44,"male",538,1,"strong influence",3.66666674613953,3,4,3,3,"2011-03-22 12:32:17","2011-03-22 12:41:15",0,"FDP","FDP",4,1
"739",739,55,"nuclear_energy","party general",-2,2,5,56,"male",636,0.666666686534882,"some influence",4.33333349227905,5,3.5,4,4.5,"2011-03-17 17:34:04","2011-03-17 17:44:40",0,"SPD","SPD",4,1
"740",740,572,"religious_education","CDU",-1,2,2,39,"female",568,1,"almost no influence",3,3,2.5,4,3.5,"2011-03-21 15:50:41","2011-03-21 16:00:09",1,"Greens","Greens",3,0
"741",741,392,"nuclear_energy","party general",-2,1,2,55,"female",1078,1,"strong influence",3,3.5,3.5,3.5,3,"2011-03-18 23:29:30","2011-03-18 23:47:29",0,"SPD","SPD",5,1
"742",742,190,"central_exam","experts",-1.16666662693024,2,3,61,"male",474,0.333333343267441,"almost no influence",3.33333325386047,2,2.5,3,2.5,"2011-03-18 11:37:14","2011-03-18 11:45:08",1,"CDU","CDU",3,1
"743",743,190,"religious_education","experts",-0.833333313465118,1,2,61,"male",474,0.333333343267441,"almost no influence",3.33333325386047,2,2.5,3,2.5,"2011-03-18 11:37:14","2011-03-18 11:45:08",1,"CDU","CDU",3,1
"744",744,554,"religious_education","referendum",-0.16666667163372,1,3,68,"male",830,-0.666666686534882,"strong influence",2,1,1.5,5,4,"2011-03-21 13:58:05","2011-03-21 14:11:55",0,"Greens","Greens",4,1
"745",745,191,"central_exam","party general",-0.833333313465118,2,4,65,"female",1248,1.33333337306976,"some influence",4,2.5,2,3,4,"2011-03-18 11:37:24","2011-03-18 11:58:12",1,"SPD","Greens",3,1
"746",746,64,"religious_education","SPD",-2.16666674613953,2,4,38,"female",490,0.666666686534882,"almost no influence",3.66666674613953,3,2.5,3,5,"2011-03-17 17:53:59","2011-03-17 18:02:09",1,"SPD","no favoured party",0,0
